NTD ID;Legacy NTD ID;Agency Name;Reporter Acronym;Doing Business As;Reporter Type;Reporting Module;Organization Type;Reported By NTD ID;Reported by Name;Subrecipient Type;FY End Date;Original Due Date;Address Line 1;Address Line 2;P.O. Box;City;State;Zip Code;Zip Code Ext;Region;URL;FTA Recipient ID;DUNS Number;Service Area Sq Miles;Service Area Pop;Primary UZA;UZA Name;Tribal Area Name;Population;Density;Sq Miles;VOMS DO;VOMS PT;Total VOMS;Volunteer Drivers;Personal Vehicles;TAM Tier;Number of State Counties;Number of Counties with Service; State Admin Funds Expended 
00455;;Samish Indian Nation;;;Reduced Reporter;Tribe;Tribe;;;;31/12/2020;30/04/2021;2918 Commercial Ave;;217;Anacortes;WA;98221;2738;10;https://www.samishtribe.nsn.us/;;091741637;;;0;Washington Non-UZA;Samish TDSA, WA;0;0;0;0;;0;;;Tier II;;;  
00460;;Craig Tribal Association;;;Reduced Reporter;Tribe;Tribe;;;;31/12/2020;30/04/2021;1330 Craig Klawock Hwy;;828;Craig;AK;99921;;10;www.craigtribe.org;6591;193983462;;;0;Alaska Non-UZA;Craig ANVSA, AK;0;0;0;2;;2;;;Tier II;;;  
00462;;Noorvik Native Community;;;Reduced Reporter;Tribe;Tribe;;;;30/09/2020;31/01/2021;Northwind Dr;;209;Noorvik;AK;99763;;10;;7202;621385350;;;0;Alaska Non-UZA;Noorvik ANVSA, AK;0;0;0;;;;;;Tier II;;;  
10001;1001;Rhode Island Public Transit Authority;RIPTA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;705 Elmwood Ave;;;Providence;RI;02907;2102;1;http://www.RIPTA.com/;1388;041275652;1.436;1.048.319;39;Providence, RI-MA;;1.190.956;2.185;545;288;56;344;;;Tier I (Fixed Route VOMS);;;  
10002;1002;Manchester Transit Authority;MTA;;Reduced Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;110 Elm St;;;Manchester;NH;03101;2716;1;http://www.mtabus.org/;1387;155858327;235;248.263;209;Manchester, NH;;158.377;1.838;86;27;;27;;;Tier II;;;  
10003;1003;Massachusetts Bay Transportation Authority;MBTA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;10 Park Plz Ste 1;;;Boston;MA;02116;3933;1;http://www.mbta.com/;1369;122872260;3.244;3.109.308;10;Boston, MA-NH-RI;;4.181.019;2.232;1.873;1.346;1.082;2.428;;;Tier I (Rail);;;  
10004;1004;Brockton Area Transit Authority;BAT;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;155 Court St;;;Brockton;MA;02302;4608;1;http://www.ridebat.com/;1370;097450936;86;254.648;10;Boston, MA-NH-RI;;4.181.019;2.232;1.873;;80;80;;;Tier II;;;  
10005;1005;Lowell Regional Transit Authority;LRTA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;115 Thorndike St;;;Lowell;MA;01852;3308;1;http://www.lrta.com/;1375;081578775;282;338.186;10;Boston, MA-NH-RI;;4.181.019;2.232;1.873;17;53;70;;;Tier II;;;  
10006;1006;Southeastern Regional Transit Authority;SRTA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;700 Pleasant St Fl 1;;;New Bedford;MA;02740;6254;1;http://www.srtabus.com/;5002;075723833;289;308.614;219;New Bedford, MA;;149.443;2.712;55;;79;79;;;Tier II;;;  
10007;1007;Berkshire Regional Transit Authority;BRTA;;Full Reporter;Urban;Subsidiary Unit of a Transit Agency, Reporting Separately;;;;30/06/2020;31/10/2020;1 Columbus Ave Ste 201;;;Pittsfield;MA;01201;5387;1;http://www.berkshirerta.com/;1378;879333219;384;127.500;448;Pittsfield, MA;;59.124;1.765;34;;28;28;;;Tier II;;;  
10008;1008;Pioneer Valley Transit Authority;PVTA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;2808 Main St;;;Springfield;MA;01107;1513;1;http://www.pvta.com/;1379;079225835;302;551.543;65;Springfield, MA-CT;;621.300;1.783;349;;259;259;;;Tier I (Fixed Route VOMS);;;  
10013;1013;Merrimack Valley Regional Transit Authority;MVRTA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;85 Railroad Avenue;;;Haverhill;MA;01835;7265;1;http://www.mvrta.com/;1374;090159711;225;361.676;10;Boston, MA-NH-RI;;4.181.019;2.232;1.873;;77;77;;;Tier II;;;  
10014;1014;Worcester Regional Transit Authority;WRTA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;60 Foster Street (Hub);;;Worcester;MA;01608;1305;1;http://www.therta.com/;1380;092196856;866;479.329;81;Worcester, MA-CT;;486.514;1.600;304;52;48;100;;;Tier II;;;  
10015;1015;Lewiston-Auburn Transit Committee;LATC;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/09/2020;31/01/2021;125 Manley Rd;;;Auburn;ME;04210;3632;1;http://www.purplebus.org/;1344;086876661;19;46.052;446;Lewiston, ME;;59.397;1.678;35;;9;9;;;Tier II;;;  
10016;1016;Greater Portland Transit District;GPTD;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;31/12/2020;30/04/2021;114 Valley St;;;Portland;ME;04102;3039;1;http://www.gpmetro.org/;1348;061852653;71;109.535;177;Portland, ME;;203.914;1.500;136;34;;34;;;Tier II;;;  
10017;1017;Greater Hartford Transit District;GHTD;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;1 Union Pl Fl 3N;;;Hartford;CT;06103;1432;1;http://www.hartfordtransit.org/;1335;069239044;620;1.248.881;47;Hartford, CT;;924.859;1.792;516;;157;157;;;Tier I (Non-Fixed Route VOMS);;;  
10040;1040;Southeast Area Transit District;SEAT;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;21 Rte 12;;;Preston;CT;06365;8219;1;http://www.seatbus.com/;1340;958187429;305;201.309;174;Norwich-New London, CT-RI;;209.190;1.376;152;18;4;22;;;Tier II;;;  
10042;1042;Valley Transit District;VTD;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;41 Main St;;;Derby;CT;06418;1932;1;http://www.valleytransit.org/;1859;060020179;58;88.364;48;Bridgeport-Stamford, CT-NY;;923.311;1.981;466;12;;12;;;Tier II;;;  
10045;1045;Connecticut Department of Transportation - CTTransit New Britain -Dattco.;;DATTCO;Full Reporter;Urban;Private Provider Reporting on Behalf of a Public Entity;;;;30/06/2020;31/10/2020;583 S St;;;New Britain;CT;06051;3899;1;http://www.dattco.com/;1334;018727560;13;73.941;47;Hartford, CT;;924.859;1.792;516;;25;25;;;Tier II;;;  
10048;1048;Connecticut Department of Transportation - CTTRANSIT - Hartford Division;;;Full Reporter;Urban;State Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;100 Liebert Rd;;66;Hartford;CT;06120;1617;1;http://www.cttransit.com/;5152;098106495;664;851.535;47;Hartford, CT;;924.859;1.792;516;239;;239;;;Tier I (Fixed Route VOMS);;;  
10049;1049;Greater New Haven Transit District;GNHTD;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;840 Sherman Ave;;;Hamden;CT;06514;1198;1;http://www.gnhtd.org/;1337;023313091;197;451.486;72;New Haven, CT;;562.839;1.839;306;57;;57;;;Tier II;;;  
10050;1050;Greater Bridgeport Transit Authority;GBT;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;One Cross Street;;;Bridgeport;CT;06610;3212;1;http://www.gogbt.com/;1752;023036544;100;354.628;48;Bridgeport-Stamford, CT-NY;;923.311;1.981;466;39;21;60;;;Tier II;;;  
10051;1051;Housatonic Area Regional Transit ;;HARTransit;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;62 Federal Rd;;;Danbury;CT;06810;5034;1;http://www.hartransit.com/;1754;029864048;124;154.855;201;Danbury, CT-NY;;168.136;1.277;132;43;;43;;;Tier II;;;  
10053;1053;Cape Ann Transportation Authority;CATA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;3 Pond Rd;;780;Gloucester;MA;01930;1834;1;www.canntran.com;1372;867699811;93;60.184;10;Boston, MA-NH-RI;;4.181.019;2.232;1.873;;19;19;;;Tier II;;;  
10055;1055;Connecticut Department of Transportation - CTTRANSIT New Haven Division;;;Full Reporter;Urban;State Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;100 Leibert Road;;66;Hartford;CT;06141;0066;1;http://www.cttransit.com/;5152;826992554;456;531.314;72;New Haven, CT;;562.839;1.839;306;98;;98;;;Tier II;;;  
10056;1056;Connecticut Department of Transportation - CTTRANSIT Stamford Division;;;Full Reporter;Urban;State Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;100 Leibert Road;;66;Hartford;CT;06141;0066;1;http://www.cttransit.com/;5152;107254492;133;281.327;48;Bridgeport-Stamford, CT-NY;;923.311;1.981;466;41;;41;;;Tier II;;;  
10057;1057;Norwalk Transit District;;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;275 Wilson Ave;;;Norwalk;CT;06854;4615;1;http://www.norwalktransit.com/;1339;089623433;45;108.700;48;Bridgeport-Stamford, CT-NY;;923.311;1.981;466;68;15;83;;;Tier II;;;  
10061;1061;Montachusett Regional Transit Authority;MART;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;1427 Water St;;;Fitchburg;MA;01420;7266;1;http://www.mrta.us/;1371;879328094;624;228.778;269;Leominster-Fitchburg, MA;;116.960;1.798;65;;438;438;;;Tier I (Non-Fixed Route VOMS);;;  
10063;1063;Middletown Transit District;MTD;;Reduced Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;340 Main St;;;Middletown;CT;06457;3310;1;http://www.middletownareatransit.org/;1336;021811799;193;90.320;47;Hartford, CT;;924.859;1.792;516;11;;11;;;Tier II;;;  
10064;1064;Greater Attleboro-Taunton Regional Transit Authority;GATRA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;10 Oak St 2Nd Fl;Second Floor;;Taunton;MA;02780;3950;1;http://www.gatra.org/;1365;168712131;835;572.140;39;Providence, RI-MA;;1.190.956;2.185;545;;116;116;;;Tier II;;;  
10066;1066;Green Mountain Transit Authority;GMT;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;101 Queen City Park Rd;;;Burlington;VT;05401;;1;http://www.ridegmt.com;1394;060542982;2.091;284.655;285;Burlington, VT;;108.740;1.761;62;108;32;140;;;Tier II;;;  
10069;1069;Regional Transportation Program, Inc.;RTP;;Reduced Reporter;Urban;Private-Non-Profit Corporation;;;;30/09/2020;31/01/2021;127 Saint John St;;;Portland;ME;04102;3042;1;http://www.rtprides.org/;1338;060994266;53;265.612;177;Portland, ME;;203.914;1.500;136;25;;25;;;Tier II;;;  
10086;1086;Cooperative Alliance for Seacoast Transportation;COAST;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/09/2020;31/01/2021;42 Sumner Dr;;;Dover;NH;03820;5451;1;http://www.coastbus.org/;5156;005905067;368;166.975;331;Dover-Rochester, NH-ME;;88.087;1.326;66;28;;28;;;Tier II;;;  
10087;1087;City of Nashua;NTS;Nashua Transit System;Full Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;11 Riverside St;;;Nashua;NH;03062;1373;1;ridebigblue.com;2413;830711656;250;187.804;160;Nashua, NH-MA;;226.400;1.242;182;;16;16;;;Tier II;;;  
10088;1088;Casco Bay Island Transit District;CBITD;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/09/2020;31/01/2021;56 Commercial;;4656;Portland;ME;04101;4704;1;http://www.cascobaylines.com/;1883;002576254;111;66.765;177;Portland, ME;;203.914;1.500;136;4;;4;;;Tier II;;;  
10096;1096;City of Bangor;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;73 Harlow St;;;Bangor;ME;04401;5118;1;http://www.bangormaine.gov/communityconnector;7140;071739692;29;55.500;441;Bangor, ME;;61.210;1.440;43;19;;19;;;Tier II;;;  
10098;1098;Western Maine Transportation Services, Inc.;WMTS;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/09/2020;31/01/2021;76 Merrow Rd;;;Auburn;ME;04210;8318;1;http://www.wmtsbus.org/;1346;008406014;4.247;188.015;446;Lewiston, ME;;59.397;1.678;35;41;;41;;;Tier II;;;  
10099;1099;York County Community Action Corporation;YCCAC;;Reduced Reporter;Urban;Private-Non-Profit Corporation;;;;31/10/2020;30/04/2021;6 Spruce St;;72;Sanford;ME;04073;2917;1;http://www.yccac.org;1346;099366536;651;209.413;329;Portsmouth, NH-ME;;88.200;952;93;14;;14;;;Tier II;;;  
10102;1102;Connecticut Department of Transportation;CDOT;;Full Reporter;Urban;State Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;2800 Berlin Turnpike;;;Newington;CT;06111;4113;1;https://portal.ct.gov/DOT/Publictrans/Bureau-of-Public-Transportation/CTrail;1334;807854583;171;448.608;47;Hartford, CT;;924.859;1.792;516;;43;43;;;Tier I (Rail);;;  
10105;1105;Cape Cod Regional Transit Authority;CCRTA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;215 Iyannough Rd;;1988;Hyannis;MA;02601;2030;1;http://www.capecodrta.org/;1368;097442461;394;221.049;152;Barnstable Town, MA;;246.695;890;277;;310;310;;;Tier I (Non-Fixed Route VOMS);;;  
10107;1107;Milford Transit District;MTD;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;259 Research Dr;;;Milford;CT;06460;8526;1;http://www.milfordtransit.com/;1755;175745686;24;52.759;48;Bridgeport-Stamford, CT-NY;;923.311;1.981;466;12;;12;;;Tier II;;;  
10112;1112;City of South Portland;SPBS;South Portland Bus Service;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;25 Cottage Rd;;9422;South Portland;ME;04106;3604;1;http://www.southportland.org/departments/bus-transportation/;7141;037710373;14;25.200;177;Portland, ME;;203.914;1.500;136;7;;7;;;Tier II;;;  
10114;1114;Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus;BSOOB;;Reduced Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/09/2020;31/01/2021;110 Main St Suite 1400;;;Saco;ME;04072;3504;1;http://www.BSOOBTransit.org;7126;166438317;90;67.302;177;Portland, ME;;203.914;1.500;136;18;;18;;;Tier II;;;  
10115;1115;Northern New England Passenger Rail Authority;NNEPRA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;75 W Commercial St Ste 104;Suite 104;;Portland;ME;04101;4797;1;http://www.amtrakdowneaster.com/;5691;876964227;3.706;1.431.087;177;Portland, ME;;203.914;1.500;136;;21;21;;;Tier I (Rail);;;  
10118;1118;MetroWest Regional Transit Authority;MWRTA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;15 Blandin Ave;;;Framingham;MA;01702;7019;1;http://www.mwrta.com/;6781;808401306;272;327.217;10;Boston, MA-NH-RI;;4.181.019;2.232;1.873;;94;94;;;Tier II;;;  
10119;1119;University Of New Hampshire;UNH UTS;University Transportation Services;Reduced Reporter;Urban;University;;;;30/06/2020;31/10/2020;51 College Rd Service Bldg 107;Visitor Information Center;;Durham;NH;03824;2620;1;http://www.unh.edu/transportation/;6168;111089470;51;79.000;331;Dover-Rochester, NH-ME;;88.087;1.326;66;17;;17;;;Tier II;;;  
10121;1121;Androscoggin Valley Council of Governments;AVCOG;;Planning Reporter;Urban;MPO, COG or Other Planning Agency;;;;30/09/2020;31/01/2021;125 Manley Rd;;;Auburn;ME;04210;3632;1;http://www.AVCOG.org/;1344;086876661;;;446;Lewiston, ME;;59.397;1.678;35;;;;;;N/A;;;  
10122;1122;Jalbert Leasing, Inc. ;;C&J Bus Lines;Reduced Reporter;Urban;Private-For-Profit Corporation;;;;31/12/2020;30/04/2021;185 Grafton Dr;;;Portsmouth;NH;03801;7126;1;http://www.ridecj.com/;1385;782488548;2.449;536.001;329;Portsmouth, NH-ME;;88.200;952;93;27;;27;;;Tier II;;;  
10127;1127;City of Stamford;;;Building Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;888 Washington Blvd;;10152;Stamford;CT;06901;2902;1;http://stamfordct.gov/;1751;072121601;;;48;Bridgeport-Stamford, CT-NY;;923.311;1.981;466;;;;;;N/A;;;  
10128;1128;Connecticut Department of Transportation- CTTransit Waterbury- NET;;;Full Reporter;Urban;Subsidiary Unit of a Transit Agency, Reporting Separately;;;;30/06/2020;31/10/2020;761 Frost Bridge Rd;;4670;Watertown;CT;06795;1492;1;http://www.northeastbus.com/;1334;018857680;116;238.853;185;Waterbury, CT;;194.535;2.155;90;;70;70;;;Tier II;;;  
10130;1130;Connecticut Department of Transportation -CTTRANSIT New Britain ;;;Full Reporter;Urban;Private Provider Reporting on Behalf of a Public Entity;;;;30/06/2020;31/10/2020;257 Woodlawn Rd;;;Berlin;CT;06037;1537;1;http://www.nbtrans.com/;1334;018730705;81;203.562;47;Hartford, CT;;924.859;1.792;516;;13;13;;;Tier II;;;  
10133;1133;Boston Express Bus, Inc.;BX;;Reduced Reporter;Urban;Private-For-Profit Corporation;;;;31/12/2020;30/04/2021;7 Langdon St;;;Concord;NH;03301;3481;1;http://www.bostonexpressbus.com/;1385;012410029;460;530.013;10;Boston, MA-NH-RI;;4.181.019;2.232;1.873;22;;22;;;Tier II;;;  
10134;1R03-006;Penquis Community Action Program;;;Reduced Reporter;Urban;Private-Non-Profit Corporation;;;;30/09/2020;31/01/2021;262 Harlow St;;1162;Bangor;ME;04401;4952;1;https://www.penquis.org/services/transportation/;1346;073992687;7.935;171.467;441;Bangor, ME;;61.210;1.440;43;191;;191;;;Tier I (Non-Fixed Route VOMS);;;  
10140;1R01-001;Estuary Transit District;ETD;10 Town Transit;Reduced Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;30/06/2020;31/10/2020;17 Industrial Park Rd Ste 6;Suite 6;;Centerbrook;CT;06409;1062;1;http://www.9towntransit.com;7324;781093302;330;87.140;72;New Haven, CT;;562.839;1.839;306;13;;13;;;Tier II;;;  
10178;1156;Town of Bedford;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;10 Mudge Way Ste 1;;;Bedford;MA;01730;2144;1;https://www.bedfordma.gov/council-on-aging/pages/bedford-local-transit;1369;097451355;14;14.329;10;Boston, MA-NH-RI;;4.181.019;2.232;1.873;1;;1;;;Tier II;;;  
10179;1157;City of Beverly;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;191 Cabot St;;;Beverly;MA;01915;5849;1;http://www.beverlyma.gov/;1369;079515219;25;42.312;10;Boston, MA-NH-RI;;4.181.019;2.232;1.873;;3;3;;;Tier II;;;  
10180;1158;City of Burlington;;;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;29 Center St;;;Burlington;MA;01803;3058;1;http://www.burlington.org/residents/burlington_public_transit.php;1369;073806556;25;24.498;10;Boston, MA-NH-RI;;4.181.019;2.232;1.873;;1;1;;;Tier II;;;  
10181;1159;Town of Lexington;;Lexpess;Reduced Reporter;Urban;City, County or Local Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;1625 Massachusetts Ave;39 Marrett Road;;Lexington;MA;02420;3801;1;http://www.lexpress.us/;0;076592716;25;51.875;10;Boston, MA-NH-RI;;4.181.019;2.232;1.873;;3;3;;;Tier II;;;  
10182;1160;Mission Hill Link, Inc.;;;Reduced Reporter;Urban;Private-Non-Profit Corporation;;;;30/06/2020;31/10/2020;;;200868;Boston;MA;02122;;1;https://kunle-lawal.github.io/MHLB/;1369;964867977;10;24.237;10;Boston, MA-NH-RI;;4.181.019;2.232;1.873;;1;1;;;Tier II;;;  
10183;;Woods Hole, Martha's Vineyard and Nantucket Steamship Authority;WHMVNSSA;;Full Reporter;Urban;Independent Public Agency or Authority of Transit Service;;;;31/12/2020;30/04/2021;1 Railroad Ave;;;Woods Hole;MA;02543;1021;1;www.steamshipauthority.com;1368;041030552;2.100;241.649;152;Barnstable Town, MA;;246.695;890;277;34;;34;;;Tier II;;;  
10184;;The Mashpee Wampanoag Tribe;;;Reduced Reporter;Tribe;Tribe;;;;31/12/2020;30/04/2021;483 Great Neck Rd S;;;Mashpee;MA;02649;3707;1;www.mashpeewampanoagtribe.com;7333;800431913;98;445.980;152;Barnstable Town, MA;;246.695;890;277;3;;3;;;Tier II;;;  
10197;;Concord Coach Lines, Inc;;;Planning Reporter;Urban;Private-For-Profit Corporation;;;;31/12/2020;30/04/2021;7 Langdon St;;;Concord;NH;03301;3481;1;https://concordcoachlines.com/;1385;018899872;;;177;Portland, ME;;203.914;1.500;136;;;;;;N/A;;;  
11140;1T01;Houlton Band of Maliseet Indians;HBMI;;Reduced Reporter;Tribe;Tribe;;;;30/09/2020;31/01/2021;88 Bell Rd;;;Houlton;ME;04730;6704;1;http://www.maliseets.com/;6770;118090216;0;0;0;Maine Non-UZA;Houlton Maliseet Reservation and Off-Reservation Trust Land, ME;0;0;0;8;;8;;;Tier II;;;  
11146;1T02;Aroostook Band of Micmacs;;;Reduced Reporter;Tribe;Tribe;;;;30/09/2020;31/01/2021;7 Northern Rd;;;Presque Isle;ME;04769;2027;1;http://www.micmac-nsn.gov/;7281;930156138;;;0;Maine Non-UZA;Aroostook Band of Micmac Trust Land, ME;0;0;0;3;;3;;;Tier II;;;  
11147;;Rhode Island Department of Transportation;RIDOT;;Full Reporter;Urban;State Government Unit or Department of Transportation;;;;30/06/2020;31/10/2020;2 Capitol Hill Rm 210;Room 316;;Providence;RI;02903;1111;1;http://www.ridethebayri.com/;1878;799131685;10;78.813;39;Providence, RI-MA;;1.190.956;2.185;545;;1;1;;;Tier II;;;  
11152;1T03;Mashantucket Pequot Tribal Nation;;;Reduced Reporter;Tribe;Tribe;;;;30/09/2020;31/01/2021;2 Matts Path;ATTENTION: Keith Gove;3201;Mashantucket;CT;06338;3804;1;;7191;791793318;;;0;Connecticut Non-UZA;Mashantucket Pequot Reservation, CT;0;0;0;4;;4;;;Tier II;;;  
11159;;Blooms Bus Lines, Inc.;BBL;;Reduced Reporter;Urban;Private-For-Profit Corporation;;;;31/12/2020;30/04/2021;28 Grosvenor St;;;Taunton;MA;02780;2353;1;http://www.bloombus.com/;1365;053729252;60;100.000;10;Boston, MA-NH-RI;;4.181.019;2.232;1.873;4;;4;;;Tier II;;;  
